0,0,0
0.00014869,0.0057462,-0.0020411
0.00029739,0.011491,-0.0038628
0.00044608,0.017234,-0.0056562
0.00059477,0.022973,-0.0074237
0.00074347,0.028708,-0.0091717
0.00089216,0.034438,-0.0109
0.0010409,0.04016,-0.012611
0.0011895,0.045875,-0.014306
0.0013382,0.05158,-0.015984
0.0014869,0.057276,-0.017647
0.0016356,0.06296,-0.019296
0.0017843,0.068632,-0.020929
0.001933,0.07429,-0.022547
0.0020817,0.079934,-0.024151
0.0022304,0.085562,-0.025741
0.0023791,0.091174,-0.027316
0.0025278,0.096767,-0.028877
0.0026765,0.10234,-0.030423
0.0028252,0.1079,-0.031955
0.0029739,0.11343,-0.033473
0.0031226,0.11894,-0.034976
0.0032713,0.12443,-0.036464
0.00342,0.12989,-0.037938
0.0035686,0.13533,-0.039397
0.0037173,0.14074,-0.040841
0.003866,0.14612,-0.04227
0.0040147,0.15148,-0.043684
0.0041634,0.1568,-0.045082
0.0043121,0.1621,-0.046466
0.0044608,0.16736,-0.047833
0.0046095,0.17259,-0.049185
0.0047582,0.17778,-0.050521
0.0049069,0.18294,-0.051841
0.0050556,0.18807,-0.053145
0.0052043,0.19316,-0.054432
0.005353,0.1982,-0.055703
0.0055017,0.20322,-0.056957
0.0056504,0.20819,-0.058195
0.0057991,0.21312,-0.059415
0.0059477,0.218,-0.060619
0.0060964,0.22285,-0.061805
0.0062451,0.22765,-0.062974
0.0063938,0.23241,-0.064125
0.0065425,0.23712,-0.065258
0.0066912,0.24178,-0.066374
0.0068399,0.2464,-0.067471
0.0069886,0.25097,-0.068551
0.0071373,0.25549,-0.069612
0.007286,0.25996,-0.070654
0.0074347,0.26438,-0.071678
0.0075834,0.26874,-0.072683
0.0077321,0.27306,-0.073669
0.0078808,0.27732,-0.074636
0.0080295,0.28152,-0.075584
0.0081781,0.28567,-0.076513
0.0083268,0.28977,-0.077422
0.0084755,0.2938,-0.078312
0.0086242,0.29778,-0.079181
0.0087729,0.30171,-0.080031
0.0089216,0.30557,-0.080861
0.0090703,0.30937,-0.081671
0.009219,0.31311,-0.082461
0.0093677,0.31679,-0.08323
0.0095164,0.32041,-0.083979
0.0096651,0.32396,-0.084708
0.0098138,0.32745,-0.085415
0.0099625,0.33088,-0.086102
0.010111,0.33424,-0.086768
0.01026,0.33754,-0.087414
0.010409,0.34077,-0.088038
0.010557,0.34393,-0.088641
0.010706,0.34702,-0.089223
0.010855,0.35005,-0.089783
0.011003,0.35301,-0.090322
0.011152,0.3559,-0.09084
0.011301,0.35872,-0.091336
0.011449,0.36146,-0.091811
0.011598,0.36414,-0.092264
0.011747,0.36675,-0.092695
0.011895,0.36928,-0.093105
0.012044,0.37174,-0.093492
0.012193,0.37413,-0.093858
0.012342,0.37645,-0.094202
0.01249,0.37869,-0.094524
0.012639,0.38085,-0.094824
0.012788,0.38295,-0.095102
0.012936,0.38496,-0.095358
0.013085,0.3869,-0.095592
0.013234,0.38877,-0.095804
0.013382,0.39056,-0.095993
0.013531,0.39227,-0.096161
0.01368,0.3939,-0.096306
0.013829,0.39546,-0.096429
0.013977,0.39694,-0.09653
0.014126,0.39834,-0.096609
0.014275,0.39967,-0.096666
0.014423,0.40091,-0.096701
0.014572,0.40208,-0.096713
0.014721,0.40317,-0.096704
0.014869,0.40418,-0.096672
0.015018,0.4051,-0.096619
0.015167,0.40595,-0.096543
0.015315,0.40672,-0.096445
0.015464,0.40741,-0.096326
0.015613,0.40802,-0.096184
0.015762,0.40855,-0.096021
0.01591,0.409,-0.095836
0.016059,0.40937,-0.095629
0.016208,0.40966,-0.0954
0.016356,0.40987,-0.09515
0.016505,0.41,-0.094878
0.016654,0.41004,-0.094585
0.016802,0.41001,-0.09427
0.016951,0.4099,-0.093934
0.0171,0.4097,-0.093577
0.017248,0.40943,-0.093198
0.017397,0.40907,-0.092799
0.017546,0.40864,-0.092378
0.017695,0.40812,-0.091937
0.017843,0.40753,-0.091474
0.017992,0.40685,-0.090991
0.018141,0.40609,-0.090488
0.018289,0.40526,-0.089964
0.018438,0.40434,-0.08942
0.018587,0.40335,-0.088855
0.018735,0.40228,-0.08827
0.018884,0.40112,-0.087666
0.019033,0.39989,-0.087041
0.019181,0.39858,-0.086397
0.01933,0.39719,-0.085734
0.019479,0.39573,-0.085051
0.019628,0.39418,-0.084348
0.019776,0.39256,-0.083627
0.019925,0.39086,-0.082886
0.020074,0.38909,-0.082127
0.020222,0.38723,-0.081349
0.020371,0.38531,-0.080553
0.02052,0.3833,-0.079738
0.020668,0.38122,-0.078906
0.020817,0.37907,-0.078055
0.020966,0.37684,-0.077186
0.021114,0.37454,-0.0763
0.021263,0.37217,-0.075397
0.021412,0.36972,-0.074476
0.021561,0.3672,-0.073538
0.021709,0.3646,-0.072584
0.021858,0.36194,-0.071612
0.022007,0.3592,-0.070625
0.022155,0.35639,-0.069621
0.022304,0.35352,-0.068601
0.022453,0.35057,-0.067565
0.022601,0.34756,-0.066514
0.02275,0.34447,-0.065447
0.022899,0.34132,-0.064365
0.023048,0.3381,-0.063268
0.023196,0.33482,-0.062157
0.023345,0.33147,-0.061031
0.023494,0.32805,-0.059891
0.023642,0.32458,-0.058736
0.023791,0.32103,-0.057568
0.02394,0.31743,-0.056387
0.024088,0.31376,-0.055192
0.024237,0.31003,-0.053984
0.024386,0.30624,-0.052763
0.024534,0.30238,-0.05153
0.024683,0.29847,-0.050284
0.024832,0.2945,-0.049027
0.024981,0.29048,-0.047757
0.025129,0.28639,-0.046476
0.025278,0.28225,-0.045184
0.025427,0.27806,-0.043881
0.025575,0.27381,-0.042567
0.025724,0.2695,-0.041242
0.025873,0.26514,-0.039907
0.026021,0.26073,-0.038563
0.02617,0.25627,-0.037208
0.026319,0.25176,-0.035845
0.026467,0.2472,-0.034472
0.026616,0.24259,-0.03309
0.026765,0.23794,-0.0317
0.026914,0.23323,-0.030301
0.027062,0.22849,-0.028895
0.027211,0.22369,-0.02748
0.02736,0.21885,-0.026059
0.027508,0.21397,-0.02463
0.027657,0.20905,-0.023194
0.027806,0.20409,-0.021752
0.027954,0.19908,-0.020303
0.028103,0.19404,-0.018849
0.028252,0.18896,-0.017389
0.0284,0.18384,-0.015923
0.028549,0.17869,-0.014453
0.028698,0.1735,-0.012977
0.028847,0.16827,-0.011497
0.028995,0.16302,-0.010013
0.029144,0.15773,-0.0085248
0.029293,0.15241,-0.0070331
0.029441,0.14706,-0.0055381
0.02959,0.14168,-0.0040401
0.029739,0.13627,-0.0025394
0.029887,0.13084,-0.0010362
0.030036,0.12538,0.00046899
0.030185,0.1199,0.001976
0.030333,0.11439,0.0034845
0.030482,0.10886,0.0049943
0.030631,0.10331,0.0065049
0.03078,0.097742,0.0080161
0.030928,0.092151,0.0095276
0.031077,0.086543,0.011039
0.031226,0.080918,0.01255
0.031374,0.075277,0.014061
0.031523,0.069621,0.01557
0.031672,0.063951,0.017079
0.03182,0.058269,0.018586
0.031969,0.052576,0.020091
0.032118,0.046872,0.021594
0.032267,0.041158,0.023094
0.032415,0.035437,0.024592
0.032564,0.029709,0.026087
0.032713,0.023975,0.027579
0.032861,0.018236,0.029067
0.03301,0.012494,0.030553
0.033159,0.0067493,0.032036
0.033307,0.0010033,0.033552
0.033456,-0.004743,0.034955
0.033605,-0.010488,0.036429
0.033753,-0.016232,0.037891
0.033902,-0.021972,0.039346
0.034051,-0.027707,0.040795
0.0342,-0.033438,0.042237
0.034348,-0.039162,0.043672
0.034497,-0.044878,0.0451
0.034646,-0.050585,0.046521
0.034794,-0.056282,0.047935
0.034943,-0.061969,0.049341
0.035092,-0.067643,0.050739
0.03524,-0.073303,0.052128
0.035389,-0.07895,0.053509
0.035538,-0.084581,0.054881
0.035686,-0.090195,0.056244
0.035835,-0.095792,0.057598
0.035984,-0.10137,0.058942
0.036133,-0.10693,0.060276
0.036281,-0.11246,0.0616
0.03643,-0.11798,0.062913
0.036579,-0.12347,0.064216
0.036727,-0.12894,0.065507
0.036876,-0.13438,0.066788
0.037025,-0.1398,0.068057
0.037173,-0.14518,0.069314
0.037322,-0.15054,0.070559
0.037471,-0.15587,0.071792
0.037619,-0.16117,0.073012
0.037768,-0.16644,0.07422
0.037917,-0.17168,0.075414
0.038066,-0.17688,0.076596
0.038214,-0.18204,0.077764
0.038363,-0.18718,0.078918
0.038512,-0.19227,0.080058
0.03866,-0.19733,0.081185
0.038809,-0.20234,0.082296
0.038958,-0.20732,0.083394
0.039106,-0.21226,0.084476
0.039255,-0.21715,0.085543
0.039404,-0.22201,0.086595
0.039553,-0.22682,0.087632
0.039701,-0.23158,0.088653
0.03985,-0.2363,0.089658
0.039999,-0.24097,0.090647
0.040147,-0.2456,0.091619
0.040296,-0.25018,0.092576
0.040445,-0.2547,0.093515
0.040593,-0.25918,0.094438
0.040742,-0.26361,0.095343
0.040891,-0.26799,0.096232
0.041039,-0.27231,0.097103
0.041188,-0.27658,0.097956
0.041337,-0.28079,0.098792
0.041486,-0.28495,0.099609
0.041634,-0.28906,0.10041
0.041783,-0.2931,0.10119
0.041932,-0.29709,0.10195
0.04208,-0.30103,0.1027
0.042229,-0.3049,0.10342
0.042378,-0.30871,0.10413
0.042526,-0.31246,0.10482
0.042675,-0.31615,0.10549
0.042824,-0.31978,0.10614
0.042972,-0.32335,0.10677
0.043121,-0.32685,0.10738
0.04327,-0.33028,0.10797
0.043419,-0.33366,0.10854
0.043567,-0.33696,0.10909
0.043716,-0.34021,0.10962
0.043865,-0.34338,0.11013
0.044013,-0.34649,0.11062
0.044162,-0.34953,0.11109
0.044311,-0.3525,0.11154
0.044459,-0.3554,0.11197
0.044608,-0.35823,0.11238
0.044757,-0.36099,0.11277
0.044905,-0.36368,0.11314
0.045054,-0.3663,0.11348
0.045203,-0.36884,0.11381
0.045352,-0.37132,0.11412
0.0455,-0.37372,0.1144
0.045649,-0.37605,0.11466
0.045798,-0.3783,0.1149
0.045946,-0.38048,0.11512
0.046095,-0.38259,0.11532
0.046244,-0.38462,0.1155
0.046392,-0.38657,0.11566
0.046541,-0.38845,0.11579
0.04669,-0.39025,0.11591
0.046838,-0.39198,0.116
0.046987,-0.39362,0.11607
0.047136,-0.3952,0.11612
0.047285,-0.39669,0.11615
0.047433,-0.3981,0.11615
0.047582,-0.39944,0.11614
0.047731,-0.4007,0.1161
0.047879,-0.40188,0.11604
0.048028,-0.40298,0.11596
0.048177,-0.40401,0.11586
0.048325,-0.40495,0.11574
0.048474,-0.40581,0.1156
0.048623,-0.4066,0.11543
0.048772,-0.4073,0.11524
0.04892,-0.40792,0.11504
0.049069,-0.40847,0.11481
0.049218,-0.40893,0.11456
0.049366,-0.40931,0.11428
0.049515,-0.40962,0.11399
0.049664,-0.40984,0.11368
0.049812,-0.40998,0.11334
0.049961,-0.41004,0.11299
0.05011,-0.41002,0.11261
0.050258,-0.40992,0.11221
0.050407,-0.40974,0.11179
0.050556,-0.40948,0.11135
0.050705,-0.40914,0.11089
0.050853,-0.40872,0.11041
0.051002,-0.40822,0.10991
0.051151,-0.40764,0.10939
0.051299,-0.40697,0.10885
0.051448,-0.40623,0.10829
0.051597,-0.40541,0.10771
0.051745,-0.40451,0.1071
0.051894,-0.40353,0.10648
0.052043,-0.40247,0.10584
0.052191,-0.40133,0.10518
0.05234,-0.40011,0.1045
0.052489,-0.39882,0.1038
0.052638,-0.39744,0.10308
0.052786,-0.39599,0.10234
0.052935,-0.39446,0.10159
0.053084,-0.39285,0.10081
0.053232,-0.39116,0.10002
0.053381,-0.3894,0.099207
0.05353,-0.38756,0.098376
0.053678,-0.38565,0.097527
0.053827,-0.38366,0.096661
0.053976,-0.38159,0.095776
0.054124,-0.37945,0.094874
0.054273,-0.37724,0.093955
0.054422,-0.37495,0.093018
0.054571,-0.37259,0.092064
0.054719,-0.37015,0.091093
0.054868,-0.36764,0.090105
0.055017,-0.36506,0.089101
0.055165,-0.36241,0.088081
0.055314,-0.35968,0.087044
0.055463,-0.35689,0.085992
0.055611,-0.35402,0.084923
0.05576,-0.35109,0.08384
0.055909,-0.34809,0.082741
0.056057,-0.34502,0.081626
0.056206,-0.34188,0.080497
0.056355,-0.33867,0.079354
0.056504,-0.3354,0.078195
0.056652,-0.33206,0.077023
0.056801,-0.32866,0.075837
0.05695,-0.32519,0.074637
0.057098,-0.32165,0.073423
0.057247,-0.31806,0.072196
0.057396,-0.3144,0.070956
0.057544,-0.31068,0.069703
0.057693,-0.3069,0.068438
0.057842,-0.30306,0.06716
0.057991,-0.29916,0.06587
0.058139,-0.2952,0.064568
0.058288,-0.29118,0.063255
0.058437,-0.28711,0.061931
0.058585,-0.28298,0.060595
0.058734,-0.27879,0.059249
0.058883,-0.27455,0.057892
0.059031,-0.27026,0.056525
0.05918,-0.26591,0.055147
0.059329,-0.26151,0.05376
0.059477,-0.25706,0.052364
0.059626,-0.25255,0.050958
0.059775,-0.248,0.049544
0.059924,-0.2434,0.048121
0.060072,-0.23875,0.046689
0.060221,-0.23406,0.045249
0.06037,-0.22932,0.043802
0.060518,-0.22453,0.042347
0.060667,-0.2197,0.040885
0.060816,-0.21483,0.039415
0.060964,-0.20991,0.037939
0.061113,-0.20496,0.036457
0.061262,-0.19996,0.034969
0.06141,-0.19492,0.033475
0.061559,-0.18985,0.031975
0.061708,-0.18474,0.03047
0.061857,-0.17959,0.02896
0.062005,-0.1744,0.027446
0.062154,-0.16919,0.025927
0.062303,-0.16394,0.024404
0.062451,-0.15865,0.022877
0.0626,-0.15334,0.021347
0.062749,-0.14799,0.019814
0.062897,-0.14262,0.018277
0.063046,-0.13722,0.016739
0.063195,-0.13179,0.015198
0.063343,-0.12634,0.013655
0.063492,-0.12086,0.01211
0.063641,-0.11536,0.010564
0.06379,-0.10983,0.0090173
0.063938,-0.10428,0.0074695
0.064087,-0.098716,0.0059213
0.064236,-0.093129,0.0043729
0.064384,-0.087524,0.0028247
0.064533,-0.081901,0.0012769
0.064682,-0.076263,-0.00027014
0.06483,-0.070609,-0.0018161
0.064979,-0.064942,-0.0033608
0.065128,-0.059262,-0.0049038
0.065277,-0.05357,-0.0064449
0.065425,-0.047868,-0.0079837
0.065574,-0.042157,-0.00952
0.065723,-0.036437,-0.011054
0.065871,-0.03071,-0.012584
0.06602,-0.024977,-0.014111
0.066169,-0.019239,-0.015635
0.066317,-0.013497,-0.017155
0.066466,-0.0077525,-0.018674
0.066615,-0.0020065,-0.020217
0.066763,0.0037398,-0.021662
0.066912,0.0094854,-0.023172
0.067061,0.015229,-0.024669
0.06721,0.02097,-0.026158
0.067358,0.026706,-0.027641
0.067507,0.032438,-0.029117
0.067656,0.038163,-0.030587
0.067804,0.04388,-0.032049
0.067953,0.049589,-0.033504
0.068102,0.055288,-0.034952
0.06825,0.060977,-0.036391
0.068399,0.066653,-0.037823
0.068548,0.072316,-0.039246
0.068696,0.077965,-0.040661
0.068845,0.083599,-0.042066
0.068994,0.089216,-0.043463
0.069143,0.094816,-0.044849
0.069291,0.1004,-0.046226
0.06944,0.10596,-0.047594
0.069589,0.1115,-0.04895
0.069737,0.11702,-0.050297
0.069886,0.12251,-0.051632
0.070035,0.12799,-0.052956
0.070183,0.13343,-0.054269
0.070332,0.13885,-0.055571
0.070481,0.14425,-0.05686
0.070629,0.14961,-0.058138
0.070778,0.15495,-0.059403
0.070927,0.16025,-0.060655
0.071076,0.16552,-0.061895
0.071224,0.17076,-0.063122
0.071373,0.17597,-0.064335
0.071522,0.18114,-0.065535
0.07167,0.18628,-0.066721
0.071819,0.19138,-0.067893
0.071968,0.19645,-0.069051
0.072116,0.20147,-0.070194
0.072265,0.20646,-0.071323
0.072414,0.2114,-0.072436
0.072562,0.2163,-0.073535
0.072711,0.22116,-0.074618
0.07286,0.22598,-0.075686
0.073009,0.23075,-0.076738
